0.0000,0.0000,7.0150,0.0000
7.0150,0.0000,7.0150,2.1350
7.0150,2.1350,2.1350,2.1350
2.1350,2.1350,2.1350,12.8100
2.1350,12.8100,40.0000,12.8100
40.0000,14.6400,2.1350,14.6400
2.1350,14.6400,2.1350,30.8050
2.1350,30.8050,3.6600,30.8050
3.6600,3.8050,3.6600,32.9400
3.6600,32.9400,0.0000,32.9400
0.0000,32.9400,0.0000,0.0000
